inventory_id,snapshot_date,warehouse_id,warehouse_city,region,product_id,batch_id,manufacture_date,expiry_date,opening_stock_units,received_units,sold_units,damaged_units,closing_stock_units,reorder_level_units,stockout_days,near_expiry_units_90d,inventory_value_inr
I002794,2025-01-31,W06,Hyderabad,South,P022,P022-13-W06,2024-02-01,2025-08-01,880,888,1117,15,636,556,0,0,49455.36
I002795,2025-01-31,W06,Hyderabad,South,P023,P023-13-W06,2024-08-01,2027-02-01,1144,698,1678,16,148,747,0,0,13843.92
I002796,2025-01-31,W06,Hyderabad,South,P024,P024-13-W06,2024-05-01,2026-05-01,1511,1456,1593,1,1373,779,0,0,297336.88
I002797,2025-01-31,W06,Hyderabad,South,P025,P025-13-W06,2024-05-01,2025-11-01,1133,300,1433,0,0,539,4,0,0
I002798,2025-01-31,W06,Hyderabad,South,P026,P026-13-W06,2024-02-01,2025-08-01,432,782,942,1,271,946,0,0,6932.18
I002799,2025-01-31,W06,Hyderabad,South,P027,P027-13-W06,2024-08-01,2026-02-01,1034,259,1142,11,140,575,0,0,4814.6
I002800,2025-01-31,W06,Hyderabad,South,P028,P028-13-W06,2024-08-01,2027-02-01,949,1019,1804,15,149,849,0,0,6639.44
I002801,2025-01-31,W06,Hyderabad,South,P029,P029-13-W06,2024-02-01,2027-02-01,953,1095,604,2,1442,974,0,0,92936.9
I002802,2025-01-31,W06,Hyderabad,South,P030,P030-13-W06,2024-08-01,2027-08-01,873,1169,1271,1,770,656,0,0,48032.6
I002803,2025-01-31,W06,Hyderabad,South,P031,P031-13-W06,2024-08-01,2027-08-01,1522,761,1706,15,562,945,0,0,32860.14
I002804,2025-01-31,W06,Hyderabad,South,P032,P032-13-W06,2023-11-01,2026-05-01,2425,1141,490,12,3064,685,0,0,158255.6
I002805,2025-01-31,W06,Hyderabad,South,P033,P033-13-W06,2024-08-01,2027-02-01,2552,887,1887,15,1537,807,0,0,107943.51
I002806,2025-01-31,W06,Hyderabad,South,P034,P034-13-W06,2024-08-01,2026-02-01,552,425,977,0,0,532,9,0,0
I002807,2025-01-31,W06,Hyderabad,South,P035,P035-13-W06,2023-11-01,2026-05-01,1364,1360,1702,2,1020,602,0,0,90800.4
I002808,2025-01-31,W06,Hyderabad,South,P036,P036-13-W06,2024-05-01,2025-11-01,2034,1441,1538,11,1926,779,0,0,436990.14
I002809,2025-02-28,W01,Delhi,North,P001,P001-14-W01,2023-12-01,2026-12-01,752,699,525,10,916,917,0,0,19171.88
I002810,2025-02-28,W01,Delhi,North,P002,P002-14-W01,2023-12-01,2026-12-01,1262,258,871,0,649,971,0,0,15764.21
I002811,2025-02-28,W01,Delhi,North,P003,P003-14-W01,2024-09-01,2026-09-01,1978,532,1189,13,1308,786,0,0,50698.08
I002812,2025-02-28,W01,Delhi,North,P004,P004-14-W01,2023-12-01,2025-06-01,952,287,1239,0,0,528,5,0,0
I002813,2025-02-28,W01,Delhi,North,P005,P005-14-W01,2024-03-01,2026-09-01,557,910,1467,0,0,559,2,0,0
I002814,2025-02-28,W01,Delhi,North,P006,P006-14-W01,2024-09-01,2026-03-01,1481,1117,1731,16,851,823,0,0,49383.53
I002815,2025-02-28,W01,Delhi,North,P007,P007-14-W01,2024-06-01,2025-12-01,1493,499,504,9,1479,522,0,0,93029.1
I002816,2025-02-28,W01,Delhi,North,P008,P008-14-W01,2023-12-01,2026-06-01,2298,27,948,12,1365,731,0,0,87469.2
I002817,2025-02-28,W01,Delhi,North,P009,P009-14-W01,2024-03-01,2025-09-01,2562,1384,1184,0,2762,571,0,0,178618.54
I002818,2025-02-28,W01,Delhi,North,P010,P010-14-W01,2024-09-01,2027-09-01,1098,986,956,5,1123,526,0,0,83090.77
I002819,2025-02-28,W01,Delhi,North,P011,P011-14-W01,2024-03-01,2026-09-01,1464,21,1485,0,0,658,2,0,0
I002820,2025-02-28,W01,Delhi,North,P012,P012-14-W01,2023-12-01,2026-12-01,599,1116,1715,0,0,872,2,0,0
I002821,2025-02-28,W01,Delhi,North,P013,P013-14-W01,2024-03-01,2025-09-01,2302,1091,1826,10,1557,812,0,0,42412.68
I002822,2025-02-28,W01,Delhi,North,P014,P014-14-W01,2023-12-01,2025-06-01,1833,1438,1683,12,1576,967,0,0,39935.84
I002823,2025-02-28,W01,Delhi,North,P015,P015-14-W01,2024-06-01,2027-06-01,2223,738,535,12,2414,598,0,0,68557.6
I002824,2025-02-28,W01,Delhi,North,P016,P016-14-W01,2023-12-01,2026-06-01,1601,1233,1927,10,897,734,0,0,43450.68
I002825,2025-02-28,W01,Delhi,North,P017,P017-14-W01,2024-03-01,2026-09-01,1209,637,1638,2,206,818,0,0,10139.32
I002826,2025-02-28,W01,Delhi,North,P018,P018-14-W01,2023-12-01,2026-06-01,1677,1463,458,6,2676,504,0,0,182958.12
I002827,2025-02-28,W01,Delhi,North,P019,P019-14-W01,2024-09-01,2026-09-01,2290,1173,1178,15,2270,660,0,0,157583.4
I002828,2025-02-28,W01,Delhi,North,P020,P020-14-W01,2024-06-01,2025-12-01,1297,316,893,6,714,639,0,0,40183.92
I002829,2025-02-28,W01,Delhi,North,P021,P021-14-W01,2023-12-01,2025-12-01,1230,553,796,8,979,624,0,0,71192.88
I002830,2025-02-28,W01,Delhi,North,P022,P022-14-W01,2024-09-01,2026-03-01,909,88,997,0,0,721,11,0,0
I002831,2025-02-28,W01,Delhi,North,P023,P023-14-W01,2023-12-01,2026-06-01,2570,807,1314,9,2054,985,0,0,192131.16
I002832,2025-02-28,W01,Delhi,North,P024,P024-14-W01,2023-12-01,2025-12-01,1666,349,1266,10,739,558,0,0,160037.84
I002833,2025-02-28,W01,Delhi,North,P025,P025-14-W01,2023-12-01,2025-06-01,1337,1029,1484,15,867,980,0,0,13403.82
I002834,2025-02-28,W01,Delhi,North,P026,P026-14-W01,2024-09-01,2026-03-01,1940,229,1190,8,971,624,0,0,24838.18
I002835,2025-02-28,W01,Delhi,North,P027,P027-14-W01,2024-03-01,2025-09-01,1228,633,1484,12,365,597,0,0,12552.35
I002836,2025-02-28,W01,Delhi,North,P028,P028-14-W01,2023-12-01,2026-06-01,1887,1243,492,10,2628,803,0,0,117103.68
I002837,2025-02-28,W01,Delhi,North,P029,P029-14-W01,2024-09-01,2027-09-01,2277,1393,1526,1,2143,685,0,0,138116.35
I002838,2025-02-28,W01,Delhi,North,P030,P030-14-W01,2024-03-01,2027-03-01,981,1188,1769,0,400,734,0,0,24952
I002839,2025-02-28,W01,Delhi,North,P031,P031-14-W01,2023-12-01,2026-12-01,410,342,752,0,0,675,10,0,0
I002840,2025-02-28,W01,Delhi,North,P032,P032-14-W01,2024-06-01,2026-12-01,524,638,1162,0,0,526,6,0,0
I002841,2025-02-28,W01,Delhi,North,P033,P033-14-W01,2024-06-01,2026-12-01,1918,295,1315,1,897,932,0,0,62996.31
I002842,2025-02-28,W01,Delhi,North,P034,P034-14-W01,2024-03-01,2025-09-01,1465,716,1758,16,407,610,0,0,26923.05
I002843,2025-02-28,W01,Delhi,North,P035,P035-14-W01,2024-09-01,2027-03-01,2105,64,916,13,1240,727,0,0,110384.8
I002844,2025-02-28,W01,Delhi,North,P036,P036-14-W01,2023-12-01,2025-06-01,655,1405,1245,13,802,885,0,0,181965.78
I002845,2025-02-28,W02,Mumbai,West,P001,P001-14-W02,2023-12-01,2026-12-01,2291,444,482,13,2240,523,0,0,46883.2
I002846,2025-02-28,W02,Mumbai,West,P002,P002-14-W02,2024-03-01,2027-03-01,1580,157,1462,5,270,746,0,0,6558.3
I002847,2025-02-28,W02,Mumbai,West,P003,P003-14-W02,2023-12-01,2025-12-01,903,268,1171,0,0,939,7,0,0
I002848,2025-02-28,W02,Mumbai,West,P004,P004-14-W02,2024-06-01,2025-12-01,824,913,472,4,1261,828,0,0,45118.58
I002849,2025-02-28,W02,Mumbai,West,P005,P005-14-W02,2023-12-01,2026-06-01,628,1324,606,5,1341,921,0,0,61042.32
I002850,2025-02-28,W02,Mumbai,West,P006,P006-14-W02,2024-09-01,2026-03-01,756,1323,1949,9,121,523,0,0,7021.63
I002851,2025-02-28,W02,Mumbai,West,P007,P007-14-W02,2024-03-01,2025-09-01,2484,1087,1906,0,1665,637,0,0,104728.5
I002852,2025-02-28,W02,Mumbai,West,P008,P008-14-W02,2023-12-01,2026-06-01,2596,983,1671,15,1893,674,0,0,121303.44
I002853,2025-02-28,W02,Mumbai,West,P009,P009-14-W02,2023-12-01,2025-06-01,2039,130,1106,5,1058,818,0,0,68420.86
I002854,2025-02-28,W02,Mumbai,West,P010,P010-14-W02,2024-09-01,2027-09-01,761,1221,1333,14,635,598,0,0,46983.65
I002855,2025-02-28,W02,Mumbai,West,P011,P011-14-W02,2023-12-01,2026-06-01,2321,964,884,6,2395,839,0,0,226614.9
I002856,2025-02-28,W02,Mumbai,West,P012,P012-14-W02,2023-12-01,2026-12-01,2357,833,1779,13,1398,773,0,0,310635.6
I002857,2025-02-28,W02,Mumbai,West,P013,P013-14-W02,2024-03-01,2025-09-01,2595,951,1795,3,1748,808,0,0,47615.52
I002858,2025-02-28,W02,Mumbai,West,P014,P014-14-W02,2023-12-01,2025-06-01,907,677,613,5,966,958,0,0,24478.44
I002859,2025-02-28,W02,Mumbai,West,P015,P015-14-W02,2024-06-01,2027-06-01,1167,674,731,2,1108,843,0,0,31467.2
I002860,2025-02-28,W02,Mumbai,West,P016,P016-14-W02,2024-06-01,2026-12-01,555,304,859,0,0,728,2,0,0
I002861,2025-02-28,W02,Mumbai,West,P017,P017-14-W02,2024-06-01,2026-12-01,930,880,895,9,906,696,0,0,44593.32
I002862,2025-02-28,W02,Mumbai,West,P018,P018-14-W02,2023-12-01,2026-06-01,1689,200,973,0,916,954,0,0,62626.92
I002863,2025-02-28,W02,Mumbai,West,P019,P019-14-W02,2024-09-01,2026-09-01,825,1280,959,9,1137,938,0,0,78930.54
I002864,2025-02-28,W02,Mumbai,West,P020,P020-14-W02,2024-09-01,2026-03-01,1085,170,879,11,365,794,0,0,20542.2
I002865,2025-02-28,W02,Mumbai,West,P021,P021-14-W02,2024-06-01,2026-06-01,1030,1460,582,7,1901,914,0,0,138240.72
I002866,2025-02-28,W02,Mumbai,West,P022,P022-14-W02,2024-03-01,2025-09-01,2138,508,1110,5,1531,573,0,0,119050.56
I002867,2025-02-28,W02,Mumbai,West,P023,P023-14-W02,2024-03-01,2026-09-01,1901,817,1539,2,1177,703,0,0,110096.58
I002868,2025-02-28,W02,Mumbai,West,P024,P024-14-W02,2024-09-01,2026-09-01,482,468,950,0,0,861,2,0,0
I002869,2025-02-28,W02,Mumbai,West,P025,P025-14-W02,2024-09-01,2026-03-01,1089,889,1057,14,907,887,0,0,14022.22
I002870,2025-02-28,W02,Mumbai,West,P026,P026-14-W02,2024-03-01,2025-09-01,1801,918,1264,14,1441,627,0,0,36860.78
I002871,2025-02-28,W02,Mumbai,West,P027,P027-14-W02,2024-06-01,2025-12-01,2148,754,1457,11,1434,531,0,0,49315.26
I002872,2025-02-28,W02,Mumbai,West,P028,P028-14-W02,2024-06-01,2026-12-01,1787,985,1463,2,1307,545,0,0,58239.92
I002873,2025-02-28,W02,Mumbai,West,P029,P029-14-W02,2024-09-01,2027-09-01,711,1247,505,7,1446,743,0,0,93194.7
I002874,2025-02-28,W02,Mumbai,West,P030,P030-14-W02,2024-09-01,2027-09-01,2307,857,1692,11,1461,606,0,0,91137.18
I002875,2025-02-28,W02,Mumbai,West,P031,P031-14-W02,2024-03-01,2027-03-01,1909,1262,1000,13,2158,904,0,0,126178.26
I002876,2025-02-28,W02,Mumbai,West,P032,P032-14-W02,2024-03-01,2026-09-01,1936,440,1217,5,1154,842,0,0,59604.1
I002877,2025-02-28,W02,Mumbai,West,P033,P033-14-W02,2024-06-01,2026-12-01,2219,1491,1145,16,2549,968,0,0,179016.27
I002878,2025-02-28,W02,Mumbai,West,P034,P034-14-W02,2023-12-01,2025-06-01,512,10,522,0,0,796,3,0,0
I002879,2025-02-28,W02,Mumbai,West,P035,P035-14-W02,2024-09-01,2027-03-01,901,470,1177,12,182,980,0,0,16201.64
I002880,2025-02-28,W02,Mumbai,West,P036,P036-14-W02,2024-09-01,2026-03-01,828,1219,795,7,1245,619,0,0,282478.05
I002881,2025-02-28,W03,Bengaluru,South,P001,P001-14-W03,2024-09-01,2027-09-01,1354,675,461,6,1562,711,0,0,32692.66
I002882,2025-02-28,W03,Bengaluru,South,P002,P002-14-W03,2024-03-01,2027-03-01,894,628,973,0,549,508,0,0,13335.21
I002883,2025-02-28,W03,Bengaluru,South,P003,P003-14-W03,2024-06-01,2026-06-01,1759,1058,1444,9,1364,941,0,0,52868.64
I002884,2025-02-28,W03,Bengaluru,South,P004,P004-14-W03,2024-09-01,2026-03-01,580,1487,895,3,1169,701,0,0,41826.82
I002885,2025-02-28,W03,Bengaluru,South,P005,P005-14-W03,2023-12-01,2026-06-01,1458,1375,721,11,2101,947,0,0,95637.52
I002886,2025-02-28,W03,Bengaluru,South,P006,P006-14-W03,2024-03-01,2025-09-01,631,732,1296,4,63,626,0,0,3655.89
I002887,2025-02-28,W03,Bengaluru,South,P007,P007-14-W03,2023-12-01,2025-06-01,1287,555,809,9,1024,763,0,0,64409.6
I002888,2025-02-28,W03,Bengaluru,South,P008,P008-14-W03,2024-03-01,2026-09-01,2246,1209,897,9,2549,943,0,0,163339.92
I002889,2025-02-28,W03,Bengaluru,South,P009,P009-14-W03,2024-06-01,2025-12-01,543,58,601,0,0,877,5,0,0
I002890,2025-02-28,W03,Bengaluru,South,P010,P010-14-W03,2024-09-01,2027-09-01,2416,1221,1009,6,2622,978,0,0,194001.78
I002891,2025-02-28,W03,Bengaluru,South,P011,P011-14-W03,2024-03-01,2026-09-01,2386,959,1821,5,1519,872,0,0,143727.78
I002892,2025-02-28,W03,Bengaluru,South,P012,P012-14-W03,2024-09-01,2027-09-01,1666,193,1233,10,616,926,0,0,136875.2
I002893,2025-02-28,W03,Bengaluru,South,P013,P013-14-W03,2024-09-01,2026-03-01,2398,329,827,6,1894,897,0,0,51592.56
I002894,2025-02-28,W03,Bengaluru,South,P014,P014-14-W03,2024-06-01,2025-12-01,2135,1152,1778,12,1497,680,0,0,37933.98
I002895,2025-02-28,W03,Bengaluru,South,P015,P015-14-W03,2024-03-01,2027-03-01,1181,1275,1716,2,738,731,0,0,20959.2
I002896,2025-02-28,W03,Bengaluru,South,P016,P016-14-W03,2023-12-01,2026-06-01,1383,465,832,0,1016,528,0,0,49215.04
I002897,2025-02-28,W03,Bengaluru,South,P017,P017-14-W03,2023-12-01,2026-06-01,2071,256,1376,13,938,653,0,0,46168.36
I002898,2025-02-28,W03,Bengaluru,South,P018,P018-14-W03,2024-03-01,2026-09-01,2171,628,1734,10,1055,747,0,0,72130.35
I002899,2025-02-28,W03,Bengaluru,South,P019,P019-14-W03,2024-06-01,2026-06-01,1491,1119,1655,10,945,739,0,0,65601.9
I002900,2025-02-28,W03,Bengaluru,South,P020,P020-14-W03,2024-09-01,2026-03-01,2010,504,1124,13,1377,820,0,0,77497.56
I002901,2025-02-28,W03,Bengaluru,South,P021,P021-14-W03,2024-06-01,2026-06-01,2061,889,602,4,2344,984,0,0,170455.68
I002902,2025-02-28,W03,Bengaluru,South,P022,P022-14-W03,2023-12-01,2025-06-01,2366,121,493,12,1982,564,0,0,154120.32
I002903,2025-02-28,W03,Bengaluru,South,P023,P023-14-W03,2024-06-01,2026-12-01,1777,1092,1662,2,1205,867,0,0,112715.7
I002904,2025-02-28,W03,Bengaluru,South,P024,P024-14-W03,2024-06-01,2026-06-01,1064,1238,1082,2,1218,763,0,0,263770.08
I002905,2025-02-28,W03,Bengaluru,South,P025,P025-14-W03,2024-03-01,2025-09-01,1139,564,1703,0,0,753,12,0,0
I002906,2025-02-28,W03,Bengaluru,South,P026,P026-14-W03,2023-12-01,2025-06-01,838,502,1159,0,181,955,0,0,4629.98
I002907,2025-02-28,W03,Bengaluru,South,P027,P027-14-W03,2024-09-01,2026-03-01,1880,1200,632,5,2443,883,0,0,84014.77
I002908,2025-02-28,W03,Bengaluru,South,P028,P028-14-W03,2024-09-01,2027-03-01,1474,973,1606,2,839,800,0,0,37385.84
I002909,2025-02-28,W03,Bengaluru,South,P029,P029-14-W03,2024-06-01,2027-06-01,2564,877,1095,2,2344,768,0,0,151070.8
I002910,2025-02-28,W03,Bengaluru,South,P030,P030-14-W03,2024-03-01,2027-03-01,2547,1487,1702,11,2321,631,0,0,144783.98
I002911,2025-02-28,W03,Bengaluru,South,P031,P031-14-W03,2024-06-01,2027-06-01,840,109,730,13,206,639,0,0,12044.82
I002912,2025-02-28,W03,Bengaluru,South,P032,P032-14-W03,2024-06-01,2026-12-01,2395,1363,550,9,3199,852,0,0,165228.35
I002913,2025-02-28,W03,Bengaluru,South,P033,P033-14-W03,2023-12-01,2026-06-01,1755,1423,1273,13,1892,876,0,0,132875.16
I002914,2025-02-28,W03,Bengaluru,South,P034,P034-14-W03,2023-12-01,2025-06-01,2168,246,1032,6,1376,894,0,0,91022.4
I002915,2025-02-28,W03,Bengaluru,South,P035,P035-14-W03,2023-12-01,2026-06-01,941,1140,643,16,1422,545,0,0,126586.44
I002916,2025-02-28,W03,Bengaluru,South,P036,P036-14-W03,2024-06-01,2025-12-01,680,1453,1612,9,512,790,0,0,116167.68
I002917,2025-02-28,W04,Kolkata,East,P001,P001-14-W04,2024-06-01,2027-06-01,1935,963,1590,4,1304,744,0,0,27292.72
I002918,2025-02-28,W04,Kolkata,East,P002,P002-14-W04,2023-12-01,2026-12-01,1528,286,453,1,1360,836,0,0,33034.4
I002919,2025-02-28,W04,Kolkata,East,P003,P003-14-W04,2023-12-01,2025-12-01,2495,591,816,7,2263,881,0,0,87713.88
I002920,2025-02-28,W04,Kolkata,East,P004,P004-14-W04,2023-12-01,2025-06-01,537,1261,1133,1,664,938,0,0,23757.92
I002921,2025-02-28,W04,Kolkata,East,P005,P005-14-W04,2024-03-01,2026-09-01,1873,1232,548,4,2553,563,0,0,116212.56
I002922,2025-02-28,W04,Kolkata,East,P006,P006-14-W04,2024-09-01,2026-03-01,1355,556,629,4,1278,899,0,0,74162.34
I002923,2025-02-28,W04,Kolkata,East,P007,P007-14-W04,2024-09-01,2026-03-01,2310,771,910,6,2165,901,0,0,136178.5
I002924,2025-02-28,W04,Kolkata,East,P008,P008-14-W04,2024-09-01,2027-03-01,1959,904,603,5,2255,506,0,0,144500.4
I002925,2025-02-28,W04,Kolkata,East,P009,P009-14-W04,2024-03-01,2025-09-01,617,731,820,13,515,661,0,0,33305.05
I002926,2025-02-28,W04,Kolkata,East,P010,P010-14-W04,2024-06-01,2027-06-01,993,467,905,5,550,919,0,0,40694.5
I002927,2025-02-28,W04,Kolkata,East,P011,P011-14-W04,2023-12-01,2026-06-01,1420,526,1018,4,924,819,0,0,87428.88
I002928,2025-02-28,W04,Kolkata,East,P012,P012-14-W04,2023-12-01,2026-12-01,790,1166,587,4,1365,962,0,0,303303
I002929,2025-02-28,W04,Kolkata,East,P013,P013-14-W04,2024-03-01,2025-09-01,611,1408,1700,7,312,693,0,0,8498.88
I002930,2025-02-28,W04,Kolkata,East,P014,P014-14-W04,2024-06-01,2025-12-01,2116,1264,588,9,2783,581,0,0,70521.22
I002931,2025-02-28,W04,Kolkata,East,P015,P015-14-W04,2024-09-01,2027-09-01,2501,840,1102,13,2226,962,0,0,63218.4
I002932,2025-02-28,W04,Kolkata,East,P016,P016-14-W04,2024-03-01,2026-09-01,1576,415,1123,14,854,812,0,0,41367.76
I002933,2025-02-28,W04,Kolkata,East,P017,P017-14-W04,2024-03-01,2026-09-01,508,447,955,0,0,998,4,0,0
I002934,2025-02-28,W04,Kolkata,East,P018,P018-14-W04,2024-06-01,2026-12-01,1480,256,991,9,736,895,0,0,50320.32
I002935,2025-02-28,W04,Kolkata,East,P019,P019-14-W04,2024-06-01,2026-06-01,467,1192,1620,2,37,898,0,0,2568.54
I002936,2025-02-28,W04,Kolkata,East,P020,P020-14-W04,2024-03-01,2025-09-01,2395,631,1764,9,1253,997,0,0,70518.84
I002937,2025-02-28,W04,Kolkata,East,P021,P021-14-W04,2023-12-01,2025-12-01,602,862,1146,3,315,517,0,0,22906.8
I002938,2025-02-28,W04,Kolkata,East,P022,P022-14-W04,2024-06-01,2025-12-01,1535,1279,1149,12,1653,695,0,0,128537.28
I002939,2025-02-28,W04,Kolkata,East,P023,P023-14-W04,2024-03-01,2026-09-01,2042,563,637,8,1960,631,0,0,183338.4
I002940,2025-02-28,W04,Kolkata,East,P024,P024-14-W04,2024-06-01,2026-06-01,1361,550,695,14,1202,810,0,0,260305.12
I002941,2025-02-28,W04,Kolkata,East,P025,P025-14-W04,2023-12-01,2025-06-01,2380,911,1339,12,1940,663,0,0,29992.4
I002942,2025-02-28,W04,Kolkata,East,P026,P026-14-W04,2024-06-01,2025-12-01,1522,1314,1046,11,1779,774,0,0,45506.82
I002943,2025-02-28,W04,Kolkata,East,P027,P027-14-W04,2024-06-01,2025-12-01,1976,1121,1607,4,1486,724,0,0,51103.54
I002944,2025-02-28,W04,Kolkata,East,P028,P028-14-W04,2023-12-01,2026-06-01,906,1441,1003,4,1340,827,0,0,59710.4
I002945,2025-02-28,W04,Kolkata,East,P029,P029-14-W04,2024-06-01,2027-06-01,540,635,1053,11,111,771,0,0,7153.95
I002946,2025-02-28,W04,Kolkata,East,P030,P030-14-W04,2023-12-01,2026-12-01,1635,763,1622,15,761,658,0,0,47471.18
I002947,2025-02-28,W04,Kolkata,East,P031,P031-14-W04,2023-12-01,2026-12-01,2518,18,1942,1,593,715,0,0,34672.71
I002948,2025-02-28,W04,Kolkata,East,P032,P032-14-W04,2024-09-01,2027-03-01,1360,1054,1369,15,1030,774,0,0,53199.5
I002949,2025-02-28,W04,Kolkata,East,P033,P033-14-W04,2024-09-01,2027-03-01,1405,351,785,7,964,550,0,0,67701.72
I002950,2025-02-28,W04,Kolkata,East,P034,P034-14-W04,2024-06-01,2025-12-01,2551,1455,1691,4,2311,989,0,0,152872.65
I002951,2025-02-28,W04,Kolkata,East,P035,P035-14-W04,2024-03-01,2026-09-01,1667,723,936,2,1452,738,0,0,129257.04
I002952,2025-02-28,W04,Kolkata,East,P036,P036-14-W04,2024-09-01,2026-03-01,2047,1118,793,2,2370,553,0,0,537729.3
I002953,2025-02-28,W05,Indore,Central,P001,P001-14-W05,2024-09-01,2027-09-01,1103,1293,910,15,1471,663,0,0,30788.03
I002954,2025-02-28,W05,Indore,Central,P002,P002-14-W05,2024-03-01,2027-03-01,1661,245,1721,11,174,587,0,0,4226.46
I002955,2025-02-28,W05,Indore,Central,P003,P003-14-W05,2023-12-01,2025-12-01,2219,278,471,1,2025,628,0,0,78489
I002956,2025-02-28,W05,Indore,Central,P004,P004-14-W05,2024-06-01,2025-12-01,1989,51,1290,9,741,570,0,0,26512.98
I002957,2025-02-28,W05,Indore,Central,P005,P005-14-W05,2023-12-01,2026-06-01,743,595,943,4,391,978,0,0,17798.32
I002958,2025-02-28,W05,Indore,Central,P006,P006-14-W05,2023-12-01,2025-06-01,1542,1079,1711,0,910,800,0,0,52807.3
I002959,2025-02-28,W05,Indore,Central,P007,P007-14-W05,2023-12-01,2025-06-01,1164,256,577,10,833,558,0,0,52395.7
I002960,2025-02-28,W05,Indore,Central,P008,P008-14-W05,2024-06-01,2026-12-01,1837,1135,1694,12,1266,847,0,0,81125.28
I002961,2025-02-28,W05,Indore,Central,P009,P009-14-W05,2023-12-01,2025-06-01,1921,989,1141,6,1763,842,0,0,114013.21
I002962,2025-02-28,W05,Indore,Central,P010,P010-14-W05,2024-09-01,2027-09-01,2061,532,658,5,1930,630,0,0,142800.7
I002963,2025-02-28,W05,Indore,Central,P011,P011-14-W05,2024-03-01,2026-09-01,1213,949,1833,4,325,703,0,0,30751.5
I002964,2025-02-28,W05,Indore,Central,P012,P012-14-W05,2024-06-01,2027-06-01,454,161,544,16,55,920,0,0,12221
I002965,2025-02-28,W05,Indore,Central,P013,P013-14-W05,2024-09-01,2026-03-01,2372,726,1945,11,1142,888,0,0,31108.08
I002966,2025-02-28,W05,Indore,Central,P014,P014-14-W05,2023-12-01,2025-06-01,2521,814,627,14,2694,641,0,0,68265.96
I002967,2025-02-28,W05,Indore,Central,P015,P015-14-W05,2023-12-01,2026-12-01,463,1273,1104,7,625,940,0,0,17750
I002968,2025-02-28,W05,Indore,Central,P016,P016-14-W05,2023-12-01,2026-06-01,1522,546,575,5,1488,510,0,0,72078.72
I002969,2025-02-28,W05,Indore,Central,P017,P017-14-W05,2023-12-01,2026-06-01,549,1212,1278,3,480,873,0,0,23625.6
I002970,2025-02-28,W05,Indore,Central,P018,P018-14-W05,2023-12-01,2026-06-01,641,741,1382,0,0,653,10,0,0
I002971,2025-02-28,W05,Indore,Central,P019,P019-14-W05,2024-03-01,2026-03-01,2431,1183,622,3,2989,731,0,0,207496.38
I002972,2025-02-28,W05,Indore,Central,P020,P020-14-W05,2023-12-01,2025-06-01,1007,842,630,15,1204,554,0,0,67761.12
I002973,2025-02-28,W05,Indore,Central,P021,P021-14-W05,2024-03-01,2026-03-01,1668,1221,1214,2,1673,825,0,0,121660.56
I002974,2025-02-28,W05,Indore,Central,P022,P022-14-W05,2024-03-01,2025-09-01,1393,784,1250,7,920,790,0,0,71539.2
I002975,2025-02-28,W05,Indore,Central,P023,P023-14-W05,2024-06-01,2026-12-01,1178,1022,597,4,1599,887,0,0,149570.46
I002976,2025-02-28,W05,Indore,Central,P024,P024-14-W05,2024-09-01,2026-09-01,2080,197,1318,2,957,529,0,0,207247.92
I002977,2025-02-28,W05,Indore,Central,P025,P025-14-W05,2024-03-01,2025-09-01,1413,1297,1761,2,947,721,0,0,14640.62
I002978,2025-02-28,W05,Indore,Central,P026,P026-14-W05,2023-12-01,2025-06-01,1060,251,1311,0,0,656,6,0,0
I002979,2025-02-28,W05,Indore,Central,P027,P027-14-W05,2023-12-01,2025-06-01,844,703,607,12,928,567,0,0,31913.92
I002980,2025-02-28,W05,Indore,Central,P028,P028-14-W05,2024-06-01,2026-12-01,1650,194,1738,6,100,892,0,0,4456
I002981,2025-02-28,W05,Indore,Central,P029,P029-14-W05,2024-06-01,2027-06-01,527,1121,1648,0,0,515,10,0,0
I002982,2025-02-28,W05,Indore,Central,P030,P030-14-W05,2024-09-01,2027-09-01,1188,200,1022,8,358,632,0,0,22332.04
I002983,2025-02-28,W05,Indore,Central,P031,P031-14-W05,2024-09-01,2027-09-01,2096,493,764,6,1819,706,0,0,106356.93
I002984,2025-02-28,W05,Indore,Central,P032,P032-14-W05,2024-06-01,2026-12-01,1478,1161,1916,13,710,935,0,0,36671.5
I002985,2025-02-28,W05,Indore,Central,P033,P033-14-W05,2023-12-01,2026-06-01,1455,1063,598,7,1913,620,0,0,134349.99
I002986,2025-02-28,W05,Indore,Central,P034,P034-14-W05,2024-06-01,2025-12-01,1982,797,764,1,2014,552,0,0,133226.1
I002987,2025-02-28,W05,Indore,Central,P035,P035-14-W05,2024-06-01,2026-12-01,1963,1235,1862,8,1328,983,0,0,118218.56
I002988,2025-02-28,W05,Indore,Central,P036,P036-14-W05,2023-12-01,2025-06-01,1755,191,1874,8,64,593,0,0,14520.96
I002989,2025-02-28,W06,Hyderabad,South,P001,P001-14-W06,2024-09-01,2027-09-01,1300,1349,1821,0,828,573,0,0,17330.04
I002990,2025-02-28,W06,Hyderabad,South,P002,P002-14-W06,2023-12-01,2026-12-01,1613,667,1734,13,533,915,0,0,12946.57
I002991,2025-02-28,W06,Hyderabad,South,P003,P003-14-W06,2024-06-01,2026-06-01,703,892,1595,0,0,735,6,0,0
I002992,2025-02-28,W06,Hyderabad,South,P004,P004-14-W06,2024-06-01,2025-12-01,1356,384,1018,5,717,694,0,0,25654.26
