sale_id,invoice_date,product_id,distributor_id,region,state,city,channel,quantity_units,gross_sales_inr,discount_inr,net_sales_inr,cogs_inr,gross_profit_inr,units_returned,return_value_inr,doctor_specialty,sales_rep_id,payment_days,on_time_payment
S006235,2024-07-16,P014,D051,North,Punjab,Ludhiana,Retail Pharmacy,211,10585.87,774,9811.87,5346.74,4465.13,0,0,General Physician,SR019,22,Yes
S006236,2025-06-28,P035,D027,North,Punjab,Ludhiana,Hospital,60,10843.2,1301.18,9542.02,5341.2,4200.82,0,0,Pulmonologist,SR020,5,Yes
S006237,2024-08-24,P001,D016,West,Maharashtra,Mumbai,Retail Pharmacy,109,4676.1,349.84,4326.26,2281.37,2044.89,0,0,Orthopedist,SR021,41,Yes
S006238,2025-07-24,P026,D057,South,Telangana,Hyderabad,Hospital,591,29934.15,3592.1,26342.05,15117.78,11224.27,0,0,Pulmonologist,SR022,14,Yes
S006239,2024-08-10,P030,D002,North,Uttar Pradesh,Lucknow,Hospital,468,54297.36,6515.68,47781.68,29193.84,18587.84,0,0,Pulmonologist,SR023,21,No
S006240,2025-12-02,P012,D057,South,Telangana,Hyderabad,Hospital,418,182971.14,21956.54,161014.6,92879.6,68135,0,0,Diabetologist,SR024,35,No
S006241,2025-03-29,P032,D019,South,Karnataka,Bengaluru,E-Pharmacy,123,14295.06,892.09,13402.97,6352.95,7050.02,0,0,Not Applicable,SR001,55,Yes
S006242,2025-02-21,P004,D053,West,Gujarat,Ahmedabad,Clinic,360,25891.2,1984.39,23906.81,12880.8,11026.01,0,0,General Physician,SR002,27,Yes
S006243,2025-04-13,P004,D031,South,Karnataka,Bengaluru,Retail Pharmacy,275,19778,1277.05,18500.95,9839.5,8661.45,0,0,Orthopedist,SR003,32,Yes
S006244,2025-04-02,P006,D054,West,Rajasthan,Jaipur,E-Pharmacy,370,39934.1,4014.33,35919.77,21471.1,14448.67,12,1164.97,Orthopedist,SR004,57,Yes
S006245,2024-10-25,P019,D045,South,Telangana,Hyderabad,Government Tender,191,27580.4,5240.28,22340.12,13259.22,9080.9,0,0,Pulmonologist,SR005,50,No
S006246,2024-01-16,P033,D028,West,Maharashtra,Mumbai,Clinic,294,45011.4,2807.45,42203.95,20647.62,21556.33,0,0,Not Applicable,SR006,30,Yes
S006247,2025-11-04,P032,D037,North,Delhi,New Delhi,Hospital,324,37655.28,4518.63,33136.65,16734.6,16402.05,0,0,Not Applicable,SR007,26,Yes
S006248,2024-05-23,P004,D048,Central,Madhya Pradesh,Indore,Clinic,331,23805.52,2464.58,21340.94,11843.18,9497.76,0,0,Diabetologist,SR008,14,Yes
S006249,2024-02-09,P005,D052,West,Maharashtra,Mumbai,Hospital,127,10868.66,1304.24,9564.42,5781.04,3783.38,0,0,Orthopedist,SR009,13,Yes
S006250,2024-11-14,P028,D053,West,Gujarat,Ahmedabad,Clinic,132,11823.24,982.83,10840.41,5881.92,4958.49,0,0,General Physician,SR010,12,Yes
S006251,2025-03-10,P027,D049,North,Delhi,New Delhi,E-Pharmacy,206,15019.46,1018.29,14001.17,7084.34,6916.83,0,0,Pulmonologist,SR011,59,Yes
S006252,2025-07-13,P021,D048,Central,Madhya Pradesh,Indore,Clinic,216,34240.32,3522.75,30717.57,15707.52,15010.05,22,3128.64,Not Applicable,SR012,34,No
S006253,2025-07-22,P002,D027,North,Punjab,Ludhiana,Hospital,250,12022.5,1442.7,10579.8,6072.5,4507.3,24,1015.66,Gastroenterologist,SR013,3,Yes
S006254,2025-02-07,P012,D057,South,Telangana,Hyderabad,Hospital,246,107681.58,12921.79,94759.79,54661.2,40098.59,0,0,Diabetologist,SR014,28,Yes
S006255,2024-02-19,P004,D053,West,Gujarat,Ahmedabad,Clinic,428,30781.76,3110.34,27671.42,15313.84,12357.58,0,0,Orthopedist,SR015,27,Yes
S006256,2025-06-08,P012,D008,South,Tamil Nadu,Chennai,Clinic,471,206170.83,20699.52,185471.31,104656.2,80815.11,0,0,Gastroenterologist,SR016,6,Yes
S006257,2025-10-21,P023,D018,West,Rajasthan,Jaipur,Clinic,465,88294.2,8145.93,80148.27,43496.1,36652.17,0,0,Diabetologist,SR017,16,Yes
S006258,2024-02-13,P014,D011,East,Odisha,Bhubaneswar,Retail Pharmacy,79,3963.43,425.11,3538.32,2001.86,1536.46,0,0,Cardiologist,SR018,12,Yes
S006259,2025-07-30,P005,D014,North,Uttar Pradesh,Lucknow,E-Pharmacy,426,36457.08,2284.41,34172.67,19391.52,14781.15,0,0,Diabetologist,SR019,25,Yes
S006260,2024-01-08,P025,D017,West,Gujarat,Ahmedabad,Hospital,81,2566.89,308.03,2258.86,1252.26,1006.6,0,0,Diabetologist,SR020,3,Yes
S006261,2025-12-16,P007,D057,South,Telangana,Hyderabad,Hospital,475,62144.25,7457.31,54686.94,29877.5,24809.44,0,0,Cardiologist,SR021,21,Yes
S006262,2025-10-25,P026,D036,Central,Madhya Pradesh,Indore,Retail Pharmacy,356,18031.4,1351.42,16679.98,9106.48,7573.5,0,0,Orthopedist,SR022,19,Yes
S006263,2024-10-26,P033,D041,West,Gujarat,Ahmedabad,Retail Pharmacy,404,61852.4,5500.74,56351.66,28372.92,27978.74,0,0,Not Applicable,SR023,7,Yes
S006264,2025-11-23,P002,D057,South,Telangana,Hyderabad,Hospital,273,13128.57,1575.43,11553.14,6631.17,4921.97,0,0,General Physician,SR024,33,No
S006265,2025-05-20,P025,D006,West,Rajasthan,Jaipur,Retail Pharmacy,63,1996.47,127.97,1868.5,973.98,894.52,0,0,Cardiologist,SR001,49,No
S006266,2024-04-28,P006,D008,South,Tamil Nadu,Chennai,Clinic,203,21909.79,1454.06,20455.73,11780.09,8675.64,0,0,Gastroenterologist,SR002,20,No
S006267,2024-04-24,P021,D036,Central,Madhya Pradesh,Indore,Retail Pharmacy,68,10779.36,892.64,9886.72,4944.96,4941.76,0,0,Not Applicable,SR003,27,Yes
S006268,2024-07-31,P035,D041,West,Gujarat,Ahmedabad,Retail Pharmacy,88,15903.36,1281.04,14622.32,7833.76,6788.56,0,0,Cardiologist,SR004,12,Yes
S006269,2025-05-05,P028,D060,Central,Madhya Pradesh,Indore,Government Tender,73,6538.61,1242.34,5296.27,3252.88,2043.39,0,0,Gastroenterologist,SR005,55,Yes
S006270,2024-05-11,P022,D044,South,Tamil Nadu,Chennai,E-Pharmacy,456,78368.16,5721.57,72646.59,35458.56,37188.03,0,0,Not Applicable,SR006,20,Yes
S006271,2024-03-14,P030,D005,West,Gujarat,Ahmedabad,Government Tender,44,5104.88,969.93,4134.95,2744.72,1390.23,0,0,Gastroenterologist,SR007,31,No
S006272,2024-03-13,P035,D003,North,Punjab,Ludhiana,Clinic,139,25120.08,2644.25,22475.83,12373.78,10102.05,0,0,Diabetologist,SR008,49,No
S006273,2024-04-03,P002,D053,West,Gujarat,Ahmedabad,Clinic,346,16639.14,1012.37,15626.77,8404.34,7222.43,0,0,Pulmonologist,SR009,28,Yes
S006274,2024-10-17,P007,D032,South,Tamil Nadu,Chennai,Hospital,228,29829.24,3579.51,26249.73,14341.2,11908.53,0,0,Orthopedist,SR010,49,No
S006275,2025-10-21,P033,D033,South,Telangana,Hyderabad,Clinic,600,91860,9334.04,82525.96,42138,40387.96,0,0,Not Applicable,SR011,16,Yes
S006276,2025-08-14,P029,D052,West,Maharashtra,Mumbai,Hospital,512,62033.92,7444.07,54589.85,32998.4,21591.45,0,0,Cardiologist,SR012,22,Yes
S006277,2025-10-25,P034,D009,South,Telangana,Hyderabad,E-Pharmacy,486,71053.2,7053.2,64000,32148.9,31851.1,0,0,Not Applicable,SR013,16,Yes
S006278,2025-09-09,P034,D058,East,West Bengal,Kolkata,Clinic,266,38889.2,3898.05,34991.15,17595.9,17395.25,20,2630.91,Not Applicable,SR014,3,Yes
S006279,2024-12-31,P020,D038,North,Uttar Pradesh,Lucknow,Clinic,103,13041.86,1368.12,11673.74,5796.84,5876.9,0,0,Not Applicable,SR015,49,No
S006280,2025-04-21,P009,D031,South,Karnataka,Bengaluru,Retail Pharmacy,174,24532.26,1730.62,22801.64,11252.58,11549.06,0,0,Not Applicable,SR016,28,Yes
S006281,2025-02-25,P018,D027,North,Punjab,Ludhiana,Hospital,220,27975.2,3357.02,24618.18,15041.4,9576.78,0,0,Gastroenterologist,SR017,3,Yes
S006282,2025-04-24,P024,D010,East,West Bengal,Kolkata,Government Tender,268,114336.84,21724,92612.84,58038.08,34574.76,0,0,Orthopedist,SR018,60,Yes
S006283,2025-08-20,P017,D001,North,Delhi,New Delhi,Retail Pharmacy,438,40532.52,2615.93,37916.59,21558.36,16358.23,0,0,Cardiologist,SR019,20,Yes
S006284,2024-10-18,P021,D028,West,Maharashtra,Mumbai,Clinic,223,35349.96,3620.3,31729.66,16216.56,15513.1,0,0,Not Applicable,SR020,36,No
S006285,2025-07-02,P001,D049,North,Delhi,New Delhi,E-Pharmacy,231,9909.9,855.11,9054.79,4834.83,4219.96,0,0,Gastroenterologist,SR021,59,Yes
S006286,2024-02-20,P008,D023,East,Odisha,Bhubaneswar,Clinic,413,59550.47,5631.99,53918.48,26465.04,27453.44,0,0,Not Applicable,SR022,65,No
S006287,2024-08-07,P036,D006,West,Rajasthan,Jaipur,Retail Pharmacy,141,63024.18,4428.21,58595.97,31991.49,26604.48,0,0,General Physician,SR023,32,Yes
S006288,2024-02-01,P020,D012,Central,Madhya Pradesh,Indore,Hospital,69,8736.78,1048.41,7688.37,3883.32,3805.05,0,0,Not Applicable,SR024,47,No
S006289,2024-01-04,P009,D046,East,West Bengal,Kolkata,Retail Pharmacy,285,40182.15,2884.31,37297.84,18430.95,18866.89,0,0,Not Applicable,SR001,45,Yes
S006290,2024-07-30,P022,D003,North,Punjab,Ludhiana,Clinic,405,69603.3,4626.96,64976.34,31492.8,33483.54,31,4973.5,Not Applicable,SR002,28,Yes
S006291,2025-12-18,P021,D035,East,Odisha,Bhubaneswar,Government Tender,238,37727.76,7168.27,30559.49,17307.36,13252.13,0,0,Not Applicable,SR003,20,No
S006292,2024-12-05,P020,D060,Central,Madhya Pradesh,Indore,Government Tender,239,30262.18,5749.81,24512.37,13450.92,11061.45,0,0,Not Applicable,SR004,70,No
S006293,2025-11-11,P031,D048,Central,Madhya Pradesh,Indore,Clinic,365,44387.65,2877.05,41510.6,21341.55,20169.05,0,0,General Physician,SR005,14,Yes
S006294,2025-01-04,P008,D007,South,Karnataka,Bengaluru,Hospital,421,60703.99,7284.48,53419.51,26977.68,26441.83,0,0,Not Applicable,SR006,26,Yes
S006295,2024-09-09,P031,D056,South,Tamil Nadu,Chennai,Retail Pharmacy,223,27119.03,1633.97,25485.06,13038.81,12446.25,0,0,Gastroenterologist,SR007,3,Yes
S006296,2024-04-17,P023,D045,South,Telangana,Hyderabad,Government Tender,238,45191.44,8586.37,36605.07,22262.52,14342.55,0,0,Gastroenterologist,SR008,41,Yes
S006297,2025-06-16,P015,D047,East,Odisha,Bhubaneswar,Hospital,173,10414.6,1249.75,9164.85,4913.2,4251.65,0,0,Cardiologist,SR009,27,Yes
S006298,2024-05-04,P022,D028,West,Maharashtra,Mumbai,Clinic,440,75618.4,5235.57,70382.83,34214.4,36168.43,0,0,Not Applicable,SR010,26,Yes
S006299,2024-11-02,P030,D013,North,Delhi,New Delhi,Clinic,169,19607.38,1230.47,18376.91,10542.22,7834.69,19,2066.04,Cardiologist,SR011,43,Yes
S006300,2024-01-07,P007,D035,East,Odisha,Bhubaneswar,Government Tender,312,40818.96,7755.6,33063.36,19624.8,13438.56,0,0,Pulmonologist,SR012,8,Yes
S006301,2024-11-21,P015,D032,South,Tamil Nadu,Chennai,Hospital,171,10294.2,1235.3,9058.9,4856.4,4202.5,0,0,Pulmonologist,SR013,39,Yes
S006302,2024-07-06,P022,D013,North,Delhi,New Delhi,Clinic,259,44511.74,3517.3,40994.44,20139.84,20854.6,0,0,Not Applicable,SR014,64,No
S006303,2025-12-25,P011,D028,West,Maharashtra,Mumbai,Clinic,434,83358.38,5516.17,77842.21,41065.08,36777.13,0,0,Pulmonologist,SR015,25,Yes
S006304,2025-05-04,P019,D045,South,Telangana,Hyderabad,Government Tender,288,41587.2,7901.57,33685.63,19992.96,13692.67,0,0,Gastroenterologist,SR016,60,No
S006305,2025-11-20,P013,D036,Central,Madhya Pradesh,Indore,Retail Pharmacy,122,6812.48,620.34,6192.14,3323.28,2868.86,0,0,Diabetologist,SR017,35,No
S006306,2025-12-01,P036,D034,East,West Bengal,Kolkata,E-Pharmacy,323,144374.54,11584.08,132790.46,73285.47,59504.99,0,0,General Physician,SR018,20,Yes
S006307,2024-07-09,P027,D046,East,West Bengal,Kolkata,Retail Pharmacy,317,23112.47,1961.12,21151.35,10901.63,10249.72,0,0,Pulmonologist,SR019,34,Yes
S006308,2024-08-12,P035,D038,North,Uttar Pradesh,Lucknow,Clinic,359,64878.48,4962.2,59916.28,31958.18,27958.1,0,0,Orthopedist,SR020,41,Yes
S006309,2025-07-07,P006,D021,South,Telangana,Hyderabad,Retail Pharmacy,273,29464.89,2902.53,26562.36,15842.19,10720.17,0,0,General Physician,SR021,58,Yes
S006310,2024-01-12,P033,D013,North,Delhi,New Delhi,Clinic,406,62158.6,3943.95,58214.65,28513.38,29701.27,0,0,Not Applicable,SR022,44,Yes
S006311,2025-08-24,P004,D008,South,Tamil Nadu,Chennai,Clinic,60,4315.2,372.1,3943.1,2146.8,1796.3,0,0,Cardiologist,SR023,16,No
S006312,2025-12-26,P027,D006,West,Rajasthan,Jaipur,Retail Pharmacy,436,31788.76,2049.21,29739.55,14994.04,14745.51,18,1227.78,Diabetologist,SR024,26,Yes
S006313,2025-12-28,P028,D033,South,Telangana,Hyderabad,Clinic,447,40037.79,2423.53,37614.26,19918.32,17695.94,19,1598.82,Orthopedist,SR001,24,Yes
S006314,2025-11-29,P014,D033,South,Telangana,Hyderabad,Clinic,311,15602.87,1398.36,14204.51,7880.74,6323.77,0,0,Gastroenterologist,SR002,33,No
S006315,2025-08-06,P019,D041,West,Gujarat,Ahmedabad,Retail Pharmacy,51,7364.4,508.48,6855.92,3540.42,3315.5,0,0,Orthopedist,SR003,3,Yes
S006316,2024-02-20,P031,D041,West,Gujarat,Ahmedabad,Retail Pharmacy,157,19092.77,1190.62,17902.15,9179.79,8722.36,0,0,Pulmonologist,SR004,3,Yes
S006317,2025-05-19,P006,D017,West,Gujarat,Ahmedabad,Hospital,75,8094.75,971.37,7123.38,4352.25,2771.13,0,0,Gastroenterologist,SR005,5,Yes
S006318,2025-03-08,P010,D011,East,Odisha,Bhubaneswar,Retail Pharmacy,311,50851.61,3918.28,46933.33,23010.89,23922.44,21,3169.13,Not Applicable,SR006,12,Yes
S006319,2024-09-22,P024,D012,Central,Madhya Pradesh,Indore,Hospital,278,118603.14,14232.38,104370.76,60203.68,44167.08,0,0,Diabetologist,SR007,38,Yes
S006320,2025-03-10,P017,D040,West,Maharashtra,Mumbai,Government Tender,312,28872.48,5485.77,23386.71,15356.64,8030.07,0,0,Pulmonologist,SR008,56,No
S006321,2024-06-29,P004,D034,East,West Bengal,Kolkata,E-Pharmacy,312,22439.04,1988.8,20450.24,11163.36,9286.88,0,0,Gastroenterologist,SR009,18,Yes
S006322,2024-05-21,P013,D059,East,Odisha,Bhubaneswar,E-Pharmacy,317,17701.28,1661.73,16039.55,8635.08,7404.47,0,0,Pulmonologist,SR010,19,No
S006323,2025-01-07,P036,D013,North,Delhi,New Delhi,Clinic,401,179238.98,14317.13,164921.85,90982.89,73938.96,0,0,Diabetologist,SR011,47,Yes
S006324,2025-01-28,P022,D056,South,Tamil Nadu,Chennai,Retail Pharmacy,243,41761.98,3938.66,37823.32,18895.68,18927.64,0,0,Not Applicable,SR012,6,Yes
S006325,2024-05-17,P004,D038,North,Uttar Pradesh,Lucknow,Clinic,87,6257.04,666.67,5590.37,3112.86,2477.51,0,0,Gastroenterologist,SR013,30,Yes
S006326,2024-03-23,P027,D004,West,Maharashtra,Mumbai,E-Pharmacy,333,24279.03,1555.75,22723.28,11451.87,11271.41,0,0,Orthopedist,SR014,25,Yes
S006327,2025-03-10,P033,D034,East,West Bengal,Kolkata,E-Pharmacy,164,25108.4,2575.77,22532.63,11517.72,11014.91,0,0,Not Applicable,SR015,35,No
S006328,2025-11-22,P033,D043,South,Karnataka,Bengaluru,Clinic,83,12707.3,1160.92,11546.38,5829.09,5717.29,0,0,Not Applicable,SR016,3,Yes
S006329,2024-08-31,P002,D040,West,Maharashtra,Mumbai,Government Tender,438,21063.42,4002.05,17061.37,10639.02,6422.35,0,0,Gastroenterologist,SR017,49,No
S006330,2025-04-20,P020,D023,East,Odisha,Bhubaneswar,Clinic,118,14941.16,1426.81,13514.35,6641.04,6873.31,0,0,Not Applicable,SR018,47,Yes
S006331,2025-06-09,P031,D012,Central,Madhya Pradesh,Indore,Hospital,459,55818.99,6698.28,49120.71,26837.73,22282.98,0,0,Gastroenterologist,SR019,35,Yes
S006332,2024-07-21,P012,D013,North,Delhi,New Delhi,Clinic,503,220178.19,18412.59,201765.6,111766.6,89999,0,0,Cardiologist,SR020,44,Yes
S006333,2025-06-28,P017,D024,Central,Madhya Pradesh,Indore,E-Pharmacy,274,25355.96,2329.06,23026.9,13486.28,9540.62,0,0,Cardiologist,SR021,47,No
S006334,2024-08-02,P013,D023,East,Odisha,Bhubaneswar,Clinic,290,16193.6,1578.31,14615.29,7899.6,6715.69,0,0,Orthopedist,SR022,53,Yes
S006335,2024-01-18,P032,D026,North,Uttar Pradesh,Lucknow,Retail Pharmacy,98,11389.56,1215.39,10174.17,5061.7,5112.47,0,0,Not Applicable,SR023,31,No
S006336,2025-07-17,P032,D016,West,Maharashtra,Mumbai,Retail Pharmacy,453,52647.66,5743.09,46904.57,23397.45,23507.12,0,0,Not Applicable,SR024,65,No
S006337,2025-10-05,P015,D016,West,Maharashtra,Mumbai,Retail Pharmacy,383,23056.6,1861.12,21195.48,10877.2,10318.28,0,0,Cardiologist,SR001,46,Yes
S006338,2024-02-04,P021,D008,South,Tamil Nadu,Chennai,Clinic,510,80845.2,4882.65,75962.55,37087.2,38875.35,0,0,Not Applicable,SR002,4,Yes
S006339,2024-01-31,P006,D017,West,Gujarat,Ahmedabad,Hospital,86,9281.98,1113.84,8168.14,4990.58,3177.56,0,0,Diabetologist,SR003,9,Yes
S006340,2025-02-14,P029,D020,South,Tamil Nadu,Chennai,Government Tender,414,50160.24,9530.45,40629.79,26682.3,13947.49,0,0,Orthopedist,SR004,57,No
S006341,2025-12-29,P002,D014,North,Uttar Pradesh,Lucknow,E-Pharmacy,274,13176.66,833.99,12342.67,6655.46,5687.21,29,1306.34,Orthopedist,SR005,20,Yes
S006342,2025-12-06,P020,D017,West,Gujarat,Ahmedabad,Hospital,367,46469.54,5576.34,40893.2,20654.76,20238.44,0,0,Not Applicable,SR006,12,Yes
S006343,2024-06-11,P036,D020,South,Tamil Nadu,Chennai,Government Tender,313,139904.74,26581.9,113322.84,71016.57,42306.27,0,0,Gastroenterologist,SR007,58,No
S006344,2024-10-01,P036,D017,West,Gujarat,Ahmedabad,Hospital,442,197565.16,23707.82,173857.34,100285.38,73571.96,0,0,Pulmonologist,SR008,3,Yes
S006345,2024-02-05,P024,D023,East,Odisha,Bhubaneswar,Clinic,301,128415.63,14023.04,114392.59,65184.56,49208.03,0,0,Pulmonologist,SR009,55,Yes
S006346,2025-03-28,P019,D023,East,Odisha,Bhubaneswar,Clinic,72,10396.8,646.24,9750.56,4998.24,4752.32,0,0,General Physician,SR010,58,Yes
S006347,2025-05-14,P026,D008,South,Tamil Nadu,Chennai,Clinic,227,11497.55,997.86,10499.69,5806.66,4693.03,0,0,Gastroenterologist,SR011,3,Yes
S006348,2024-02-06,P036,D036,Central,Madhya Pradesh,Indore,Retail Pharmacy,245,109510.1,10039.67,99470.43,55588.05,43882.38,0,0,Cardiologist,SR012,31,No
S006349,2025-12-13,P014,D003,North,Punjab,Ludhiana,Clinic,343,17208.31,1572.55,15635.76,8691.62,6944.14,0,0,Diabetologist,SR013,27,Yes
S006350,2025-03-01,P024,D024,Central,Madhya Pradesh,Indore,E-Pharmacy,375,159986.25,15606.12,144380.13,81210,63170.13,0,0,Cardiologist,SR014,41,Yes
S006351,2025-03-08,P030,D018,West,Rajasthan,Jaipur,Clinic,197,22855.94,1728.73,21127.21,12288.86,8838.35,0,0,Pulmonologist,SR015,12,Yes
S006352,2024-09-19,P022,D006,West,Rajasthan,Jaipur,Retail Pharmacy,124,21310.64,1434.3,19876.34,9642.24,10234.1,0,0,Not Applicable,SR016,50,No
S006353,2024-02-02,P009,D004,West,Maharashtra,Mumbai,E-Pharmacy,271,38208.29,3385.54,34822.75,17525.57,17297.18,0,0,Not Applicable,SR017,31,No
S006354,2025-09-19,P026,D012,Central,Madhya Pradesh,Indore,Hospital,160,8104,972.48,7131.52,4092.8,3038.72,0,0,Diabetologist,SR018,26,Yes
S006355,2025-07-02,P021,D001,North,Delhi,New Delhi,Retail Pharmacy,497,78784.44,8200.97,70583.47,36141.84,34441.63,0,0,Not Applicable,SR019,27,Yes
S006356,2025-03-18,P011,D022,East,West Bengal,Kolkata,Hospital,146,28042.22,3365.07,24677.15,13814.52,10862.63,0,0,Cardiologist,SR020,47,Yes
S006357,2025-07-13,P018,D047,East,Odisha,Bhubaneswar,Hospital,290,36876.4,4425.17,32451.23,19827.3,12623.93,0,0,General Physician,SR021,33,Yes
S006358,2025-10-16,P024,D012,Central,Madhya Pradesh,Indore,Hospital,160,68260.8,8191.3,60069.5,34649.6,25419.9,0,0,Gastroenterologist,SR022,46,No
S006359,2025-10-29,P013,D013,North,Delhi,New Delhi,Clinic,334,18650.56,1817.86,16832.7,9098.16,7734.54,0,0,General Physician,SR023,47,Yes
S006360,2024-02-23,P034,D051,North,Punjab,Ludhiana,Retail Pharmacy,433,63304.6,5789.09,57515.51,28642.95,28872.56,0,0,Not Applicable,SR024,28,Yes
S006361,2024-01-03,P029,D032,South,Tamil Nadu,Chennai,Hospital,143,17325.88,2079.11,15246.77,9216.35,6030.42,0,0,Gastroenterologist,SR001,43,Yes
S006362,2025-06-05,P001,D047,East,Odisha,Bhubaneswar,Hospital,236,10124.4,1214.93,8909.47,4939.48,3969.99,0,0,Pulmonologist,SR002,42,Yes
S006363,2025-10-29,P032,D046,East,West Bengal,Kolkata,Retail Pharmacy,107,12435.54,790.83,11644.71,5526.55,6118.16,0,0,Not Applicable,SR003,42,Yes
S006364,2025-08-24,P033,D052,West,Maharashtra,Mumbai,Hospital,394,60321.4,7238.57,53082.83,27670.62,25412.21,0,0,Not Applicable,SR004,32,No
S006365,2024-11-12,P015,D058,East,West Bengal,Kolkata,Clinic,400,24080,1964.01,22115.99,11360,10755.99,0,0,Pulmonologist,SR005,15,Yes
S006366,2025-07-12,P023,D034,East,West Bengal,Kolkata,E-Pharmacy,276,52406.88,4991.52,47415.36,25817.04,21598.32,0,0,Diabetologist,SR006,15,Yes
S006367,2025-04-17,P032,D004,West,Maharashtra,Mumbai,E-Pharmacy,178,20687.16,1422.82,19264.34,9193.7,10070.64,0,0,Not Applicable,SR007,13,Yes
S006368,2024-11-14,P008,D017,West,Gujarat,Ahmedabad,Hospital,317,45708.23,5484.99,40223.24,20313.36,19909.88,0,0,Not Applicable,SR008,3,Yes
S006369,2025-12-06,P032,D047,East,Odisha,Bhubaneswar,Hospital,337,39166.14,4699.94,34466.2,17406.05,17060.15,0,0,Not Applicable,SR009,27,Yes
S006370,2025-04-01,P006,D009,South,Telangana,Hyderabad,E-Pharmacy,267,28817.31,2154.04,26663.27,15494.01,11169.26,6,599.17,Pulmonologist,SR010,17,Yes
S006371,2025-10-18,P009,D019,South,Karnataka,Bengaluru,E-Pharmacy,458,64573.42,6478.42,58095,29618.86,28476.14,0,0,Not Applicable,SR011,52,Yes
S006372,2024-07-08,P008,D019,South,Karnataka,Bengaluru,E-Pharmacy,509,73392.71,5177.35,68215.36,32616.72,35598.64,0,0,Not Applicable,SR012,43,Yes
S006373,2025-12-07,P003,D023,East,Odisha,Bhubaneswar,Clinic,119,9778.23,669.86,9108.37,4612.44,4495.93,0,0,General Physician,SR013,46,Yes
S006374,2024-05-30,P009,D037,North,Delhi,New Delhi,Hospital,425,59920.75,7190.49,52730.26,27484.75,25245.51,41,5086.92,Not Applicable,SR014,32,Yes
S006375,2025-09-18,P030,D056,South,Tamil Nadu,Chennai,Retail Pharmacy,561,65087.22,3973.93,61113.29,34995.18,26118.11,0,0,Pulmonologist,SR015,7,Yes
S006376,2024-04-21,P028,D002,North,Uttar Pradesh,Lucknow,Hospital,271,24273.47,2912.82,21360.65,12075.76,9284.89,0,0,General Physician,SR016,20,No
S006377,2024-04-11,P035,D028,West,Maharashtra,Mumbai,Clinic,296,53493.12,3303,50190.12,26349.92,23840.2,0,0,Gastroenterologist,SR017,35,No
S006378,2025-09-14,P012,D011,East,Odisha,Bhubaneswar,Retail Pharmacy,154,67410.42,6536.11,60874.31,34218.8,26655.51,0,0,Gastroenterologist,SR018,5,Yes
S006379,2025-06-24,P012,D011,East,Odisha,Bhubaneswar,Retail Pharmacy,62,27139.26,1662.58,25476.68,13776.4,11700.28,0,0,Pulmonologist,SR019,7,Yes
S006380,2024-08-16,P013,D012,Central,Madhya Pradesh,Indore,Hospital,365,20381.6,2445.79,17935.81,9942.6,7993.21,0,0,General Physician,SR020,27,Yes
S006381,2025-10-15,P017,D034,East,West Bengal,Kolkata,E-Pharmacy,438,40532.52,3897.12,36635.4,21558.36,15077.04,0,0,Pulmonologist,SR021,33,No
S006382,2025-03-18,P028,D054,West,Rajasthan,Jaipur,E-Pharmacy,152,13614.64,1335.45,12279.19,6773.12,5506.07,0,0,General Physician,SR022,65,No
S006383,2024-08-16,P013,D011,East,Odisha,Bhubaneswar,Retail Pharmacy,185,10330.4,746.3,9584.1,5039.4,4544.7,0,0,General Physician,SR023,11,Yes
S006384,2025-01-07,P010,D040,West,Maharashtra,Mumbai,Government Tender,297,48562.47,9226.87,39335.6,21975.03,17360.57,0,0,Not Applicable,SR024,42,Yes
S006385,2024-10-15,P015,D008,South,Tamil Nadu,Chennai,Clinic,390,23478,2463.17,21014.83,11076,9938.83,0,0,Orthopedist,SR001,5,Yes
S006386,2025-05-27,P010,D041,West,Gujarat,Ahmedabad,Retail Pharmacy,416,68020.16,6762.59,61257.57,30779.84,30477.73,0,0,Not Applicable,SR002,11,Yes
S006387,2024-10-01,P033,D030,West,Rajasthan,Jaipur,Government Tender,110,16841,3199.79,13641.21,7725.3,5915.91,0,0,Not Applicable,SR003,52,Yes
S006388,2024-07-24,P028,D047,East,Odisha,Bhubaneswar,Hospital,337,30185.09,3622.21,26562.88,15016.72,11546.16,0,0,Cardiologist,SR004,43,Yes
S006389,2024-04-01,P012,D004,West,Maharashtra,Mumbai,E-Pharmacy,277,121251.21,10989.16,110262.05,61549.4,48712.65,0,0,Pulmonologist,SR005,22,Yes
S006390,2025-11-10,P020,D046,East,West Bengal,Kolkata,Retail Pharmacy,261,33047.82,2547.27,30500.55,14689.08,15811.47,0,0,Not Applicable,SR006,38,Yes
S006391,2024-03-03,P021,D038,North,Uttar Pradesh,Lucknow,Clinic,174,27582.48,2231.75,25350.73,12653.28,12697.45,0,0,Not Applicable,SR007,47,No
S006392,2024-11-02,P009,D051,North,Punjab,Ludhiana,Retail Pharmacy,73,10292.27,710.02,9582.25,4720.91,4861.34,0,0,Not Applicable,SR008,16,Yes
S006393,2025-06-14,P002,D049,North,Delhi,New Delhi,E-Pharmacy,184,8848.56,614.04,8234.52,4469.36,3765.16,0,0,Diabetologist,SR009,65,No
S006394,2025-03-01,P014,D028,West,Maharashtra,Mumbai,Clinic,345,17308.65,1306.28,16002.37,8742.3,7260.07,0,0,Pulmonologist,SR010,11,Yes
